example_id,sentence_id,task,subject,reference,prediction,seed,run_name,condition,donor_example_id
46a7ec257dfcdaa434b97ecb,b8eb5d6185b62dd4e64c,zuco2_tsr,YAC,"He was also the unsuccessful Republican nominee for President in the 1996 election, losing to the incumbent Bill Clinton.","The film is a blend of science fiction, horror, and comedy, with a strong sense of humor.",100,spectraloom_seed100,shuffled,
ea1b9dbddd0801de6a99e13b,606a8fa9f4a516aa39aa,zuco2_tsr,YAC,He was buried at the foot of Hill Cemetery.,"The film is a blend of comedy, drama, and suspense.",100,spectraloom_seed100,shuffled,
893c1ad5454aa403276c38be,b19ef393861287803840,zuco2_tsr,YAC,"In 1960, Dole was elected as a Republican to the United States House of Representatives for the 87th Congress and to three succeeding Congresses, spanning from January 3, 1961 to January 3, 1969.","In the early 20th century, he was one of the most important figures in the American Civil War, serving as Secretary of Defense under President George",100,spectraloom_seed100,shuffled,
6ffacd23c0e993a34c9c8b6b,b7f116e4a0ee48abb1d6,zuco2_tsr,YAC,Reagan's presidency is regarded as a turning point for the United States Republican Party and the American conservative movement.,"It's a great movie, and it's one of those rare moments where you just can't help but laugh.",100,spectraloom_seed100,shuffled,
0446d915dd5667e6ae0af814,96f10afbbd36d800fae2,zuco2_tsr,YAC,"Richard Bruce Cheney (born January 30, 1941), widely known as Dick Cheney, is an American politician and businessman affiliated with the U.S. Republican Party.","It's a great movie, and it's one of those rare moments when you can't help but feel like you've been there.",100,spectraloom_seed100,shuffled,
815c1de99aa697204020b7cf,23b3df36c2c729042a7e,zuco2_tsr,YAC,"As he once joked, he was the youngest ex-governor in the nation's history.","The film is a blend of comedy, drama, and suspense.",100,spectraloom_seed100,shuffled,
1ed96312021a8ad7476148c0,9461bfa8b2709cf9872e,zuco2_tsr,YAC,"Frank Charles Carlucci III (born October 18, 1930) was a government official in the United States, associated with the Republican Party.","It's a great movie, and it's one of those rare moments where you can't help but feel like you were there.",100,spectraloom_seed100,shuffled,
e15098ec89adfe4e60c70d87,58e0170e47cbfc958ee1,zuco2_tsr,YAC,"He is a strong supporter of the Democratic Party and is of mostly Irish American heritage, although he also has some distant German ancestry.","It's a great movie, and it's one of those rare moments where you can't help but feel like you were there.",100,spectraloom_seed100,shuffled,
4d55efcc1d94e3e54deceb98,ba02ea2cda127fc9131d,zuco2_tsr,YAC,"In retrospect, many now view Gore as a helpful factor in the 1992 campaign.","The film is a blend of science fiction, horror, and comedy, with a dash of romance.",100,spectraloom_seed100,shuffled,
de4608ff6888e82264bd4ac6,044394680382b7ec0c1c,zuco2_tsr,YAC,"He is in the Gaullist political family, currently a member of the UMP.","The film is a blend of comedy, drama, and suspense.",100,spectraloom_seed100,shuffled,
55579bd31db8dbf1d1ca11ec,e9d6bc8f07ba28b98952,zuco2_tsr,YAC,"The election of fellow-Republican Dwight Eisenhower to the presidency saw Rockefeller appointed first as chair of the President's Advisory Committee on Government Organization and later as an undersecretary in the Department of Health, Education, and Welfare.","In the early 20th century, he was one of the most important men in the history of American politics, having served as Secretary of State from",100,spectraloom_seed100,shuffled,
7de00b49d0222a27beca3421,74b0f8d84efc80e2cf57,zuco2_tsr,YAC,"He graduated from West Point in 1843, ranking 21st in a class of 39.","The film is a blend of comedy, drama, and suspense.",100,spectraloom_seed100,shuffled,
